1.off: Human; 4706; 9408; triangles; -0.362883 -0.138176 -0.979672; 0.364758 0.155597 0.816414
2.off: Human; 10050; 20096; triangles; -0.205586 -0.959707 -0.533277; 0.133258 0.916526 0.505301
3.off: Human; 5641; 11278; triangles; -0.268936 -0.937717 -0.267749; 0.280586 0.556325 0.426877
4.off: Human; 5676; 11348; triangles; -0.279213 -0.94802 -0.310635; 0.329107 0.505744 0.398614
5.off: Human; 15154; 30308; triangles; -0.555662 -0.931541 -0.408832; 0.433563 0.999906 0.365818
6.off: Human; 10098; 20192; triangles; -0.249875 -0.988545 -0.22694; 0.251338 0.759861 0.166589
7.off: Human; 8441; 16878; triangles; -0.150307 -0.28627 -0.98605; 0.188054 0.287679 0.874778
8.off: Human; 11015; 22026; triangles; -0.325783 -0.372229 -0.989051; 0.345327 0.388747 0.841066
9.off: Human; 2639; 5274; triangles; -0.318209 -0.343994 -0.988769; 0.336627 0.37601 0.836355
10.off: Human; 9508; 19012; triangles; -0.211414 -0.964406 -0.518502; 0.140155 0.930527 0.527886
11.off: Human; 10999; 21994; triangles; -0.866401 -0.254456 -0.903089; 0.86519 0.140254 0.894066
12.off: Human; 5614; 11224; triangles; -0.849166 -0.25417 -0.909495; 0.857089 0.139306 0.904837
13.off: Human; 13703; 27402; triangles; -0.511326 -0.959201 -0.434738; 0.331476 0.99959 0.280974
14.off: Human; 5691; 11378; triangles; -0.667715 -0.834555 -0.666328; 0.421211 0.361332 0.310106
15.off: Human; 5631; 11258; triangles; -0.293474 -0.86993 -0.291992; 0.292222 0.580901 0.485891
16.off: Human; 15223; 30450; triangles; -0.497468 -0.841447 -0.526886; 0.340819 0.896209 0.326748
17.off: Human; 15910; 31816; triangles; -0.482516 -0.846853 -0.522104; 0.50184 0.819366 0.391761
18.off: Human; 15385; 30766; triangles; -0.560539 -0.789644 -0.569571; 0.434836 0.915339 0.443234
19.off: Human; 15477; 30950; triangles; -0.486375 -0.971155 -0.421719; 0.398089 0.982827 0.344684
20.off: Human; 15700; 31396; triangles; -0.440116 -0.967757 -0.385793; 0.409329 0.944012 0.314553
21.off: Cup; 15198; 30396; triangles; -0.958498 -0.565449 -0.614474; 0.704164 0.523527 0.620392
22.off: Cup; 15002; 30004; triangles; -0.820897 -0.598363 -0.687758; 0.939458 0.710098 0.693897
23.off: Cup; 15037; 30074; triangles; -0.988173 -0.577739 -0.714207; 0.786336 0.44876 0.716959
24.off: Cup; 15246; 30492; triangles; -0.838958 -0.631289 -0.700982; 0.943793 0.699648 0.70249
25.off: Cup; 15087; 30170; triangles; -0.585517 -0.885707 -0.571351; 0.579172 0.821075 0.576458
26.off: Cup; 15209; 30418; triangles; -0.643368 -0.520257 -0.771033; 0.912592 0.523004 0.715781
27.off: Cup; 15137; 30274; triangles; -0.642404 -0.549153 -0.662109; 0.86371 0.554481 0.703455
28.off: Cup; 15070; 30140; triangles; -0.959558 -0.582282 -0.621327; 0.727063 0.519904 0.6294
29.off: Cup; 15127; 30254; triangles; -0.624264 -0.500294 -0.650657; 0.935906 0.490971 0.640459
30.off: Cup; 15006; 30008; triangles; -0.542379 -0.928333 -0.541002; 0.549027 0.518388 0.550698
31.off: Cup; 15227; 30454; triangles; -0.963292 -0.89607 -0.643759; 0.793415 0.6695 0.648166
32.off: Cup; 14751; 29502; triangles; -0.619332 -0.628529 -0.531993; 0.85331 0.704408 0.534948
33.off: Cup; 7349; 14698; triangles; -0.741236 -0.615942 -0.674574; 0.971166 0.650718 0.6727
34.off: Cup; 9602; 19204; triangles; -0.626253 -0.872109 -0.793881; 0.629673 0.701449 0.764418
35.off: Cup; 15136; 30268; triangles; -0.498578 -0.881755 -0.475519; 0.500886 0.653413 0.478736
36.off: Cup; 9076; 18152; triangles; -0.763991 -0.753795 -0.631095; 0.653126 0.86456 0.717949
37.off: Cup; 6270; 12540; triangles; -0.687798 -0.671802 -0.723183; 0.661577 0.676916 0.999318
38.off: Cup; 15064; 30128; triangles; -0.90279 -0.683938 -0.608823; 0.807385 0.617743 0.62186
39.off: Cup; 15161; 30322; triangles; -0.760185 -0.498521 -0.659451; 0.908827 0.620315 0.622055
40.off: Cup; 15165; 30326; triangles; -0.514777 -0.924153 -0.512149; 0.517862 0.921918 0.514446
41.off: Glass; 7016; 14028; triangles; -0.510195 -0.218681 -0.194411; 0.51334 0.865405 0.132662
42.off: Glass; 4164; 8324; triangles; -0.829496 -0.160265 -0.174753; 0.421376 0.744645 0.132307
43.off: Glass; 3414; 6824; triangles; -0.824487 -0.130222 -0.709116; 0.431369 0.114313 0.212587
44.off: Glass; 6288; 12572; triangles; -0.524319 -0.177508 -0.921748; 0.528506 0.161646 0.290267
45.off: Glass; 5399; 10794; triangles; -0.618414 -0.176785 -0.89774; 0.616685 0.147591 0.190923
46.off: Glass; 2394; 4784; triangles; -0.996711 -0.099818 -0.158213; 0.832152 0.458016 0.120276
47.off: Glass; 2028; 4052; triangles; -0.997563 -0.044583 -0.156803; 0.987167 0.092473 0.125978
48.off: Glass; 5176; 10348; triangles; -0.845802 -0.21552 -0.178388; 0.490744 0.751772 0.153024
49.off: Glass; 3110; 6220; triangles; -0.840571 -0.186472 -0.168001; 0.849512 0.528058 0.141263
50.off: Glass; 7420; 14836; triangles; -0.517775 -0.236303 -0.197371; 0.52528 0.861516 0.135842
51.off: Glass; 2858; 5712; triangles; -0.823867 -0.186062 -0.164938; 0.72596 0.642523 0.11183
52.off: Glass; 1554; 3104; triangles; -0.956824 -0.10603 -0.143097; 0.922364 0.370416 0.086453
53.off: Glass; 2496; 4988; triangles; -0.988805 -0.120865 -0.147365; 0.781299 0.521698 0.141985
54.off: Glass; 7407; 14810; triangles; -0.518597 -0.196584 -0.861505; 0.523836 0.134637 0.236197
55.off: Glass; 2850; 5696; triangles; -0.846442 -0.161081 -0.642186; 0.666502 0.10985 0.18396
56.off: Glass; 8771; 17538; triangles; -0.650974 -0.286924 -0.244029; 0.653226 0.985673 0.161228
57.off: Glass; 7413; 14822; triangles; -0.517497 -0.236141 -0.196613; 0.524224 0.861312 0.134612
58.off: Glass; 1857; 3710; triangles; -0.952863 -0.055087 -0.136317; 0.990231 0.166378 0.120757
59.off: Glass; 2895; 5786; triangles; -0.896606 -0.195811 -0.162405; 0.866931 0.490782 0.113191
60.off: Glass; 2375; 4746; triangles; -0.992164 -0.123572 -0.145264; 0.809169 0.493881 0.100408
61.off: Airplane; 5400; 10796; triangles; -0.474662 -0.975239 -0.211997; 0.60201 0.989709 0.119239
62.off: Airplane; 5619; 11234; triangles; -0.80098 -0.153854 -0.930961; 0.811478 0.291557 0.998526
63.off: Airplane; 5519; 11034; triangles; -0.994716 -0.124181 -0.845371; 0.999786 0.277948 0.852728
64.off: Airplane; 6797; 13590; triangles; -0.768211 -0.839622 -0.145948; 0.771705 0.999999 0.344887
65.off: Airplane; 6448; 12892; triangles; -0.999663 -0.856102 -0.148949; 0.694503 0.86812 0.213338
66.off: Airplane; 7739; 15474; triangles; -0.996823 -0.738003 -0.10352; 0.686182 0.738188 0.21937
67.off: Airplane; 7651; 15298; triangles; -0.998391 -0.812341 -0.108847; 0.769229 0.812138 0.361909
68.off: Airplane; 5583; 11162; triangles; -0.848046 -0.878466 -0.098027; 0.557457 0.896592 0.300253
69.off: Airplane; 6701; 13398; triangles; -0.619228 -0.943391 -0.109835; 0.801149 0.955314 0.267849
70.off: Airplane; 5631; 11258; triangles; -0.627547 -0.985593 -0.172914; 0.560331 0.998846 0.249105
71.off: Airplane; 5849; 11694; triangles; -0.837649 -0.981945 -0.123477; 0.772863 0.996448 0.312948
72.off: Airplane; 5228; 10452; triangles; -0.80012 -0.984225 -0.0927; 0.647983 0.994715 0.285447
73.off: Airplane; 5109; 10214; triangles; -0.893653 -0.972319 -0.121931; 0.685518 0.984913 0.273367
74.off: Airplane; 5044; 10084; triangles; -0.761723 -0.974584 -0.128179; 0.600973 0.983564 0.265496
75.off: Airplane; 8679; 17354; triangles; -0.999113 -0.831949 -0.126864; 0.749629 0.841249 0.156793
76.off: Airplane; 5923; 11842; triangles; -0.997913 -0.731944 -0.126016; 0.835326 0.74372 0.328565
77.off: Airplane; 6587; 13170; triangles; -0.872611 -0.112446 -0.999263; 0.874968 0.338923 0.787391
78.off: Airplane; 7470; 14936; triangles; -0.997793 -0.903584 -0.121189; 0.826732 0.904432 0.482449
79.off: Airplane; 6689; 13374; triangles; -0.897625 -0.966108 -0.103375; 0.679039 0.986011 0.464878
80.off: Airplane; 7351; 14698; triangles; -0.915754 -0.975754 -0.113978; 0.632621 0.946888 0.423782
81.off: Ant; 6370; 12736; triangles; -0.48686 -0.977877 -0.484288; 0.417165 0.845361 0.241441
82.off: Ant; 8299; 16594; triangles; -0.487613 -0.860302 -0.579611; 0.618473 0.922078 0.394064
83.off: Ant; 6376; 12748; triangles; -0.611593 -0.942824 -0.314417; 0.487833 0.927874 0.299502
84.off: Ant; 6850; 13696; triangles; -0.43863 -0.822991 -0.459985; 0.42824 0.927339 0.487656
85.off: Ant; 8388; 16772; triangles; -0.630332 -0.814198 -0.201516; 0.462543 0.935331 0.408109
86.off: Ant; 7038; 14072; triangles; -0.330663 -0.925771 -0.480266; 0.310102 0.900537 0.355275
87.off: Ant; 7470; 14936; triangles; -0.565668 -0.875761 -0.548266; 0.662331 0.962997 0.307246
88.off: Ant; 8210; 16416; triangles; -0.760446 -0.844331 -0.638264; 0.750407 0.981235 0.374887
89.off: Ant; 7654; 15304; triangles; -0.546172 -0.888764 -0.209979; 0.480063 0.919898 0.428371
90.off: Ant; 7877; 15750; triangles; -0.514921 -0.889206 -0.45636; 0.606259 0.916304 0.385974
91.off: Ant; 8640; 17276; triangles; -0.567598 -0.802261 -0.492147; 0.596869 0.970994 0.406603
92.off: Ant; 5867; 11730; triangles; -0.456019 -0.910711 -0.312308; 0.502694 0.998207 0.262275
93.off: Ant; 8216; 16432; triangles; -0.789443 -0.886703 -0.224755; 0.752337 0.95123 0.491097
94.off: Ant; 7236; 14468; triangles; -0.9297 -0.290205 -0.777123; 0.79455 0.330704 0.716456
95.off: Ant; 7355; 14706; triangles; -0.666332 -0.82165 -0.229448; 0.514417 0.95625 0.253013
96.off: Ant; 8504; 17004; triangles; -0.760462 -0.965739 -0.332062; 0.623121 0.730517 0.402383
97.off: Ant; 8167; 16330; triangles; -0.562256 -0.883007 -0.184666; 0.490104 0.829995 0.211496
98.off: Ant; 6154; 12304; triangles; -0.445653 -0.958272 -0.428723; 0.392499 0.938639 0.381281
99.off: Ant; 6881; 13758; triangles; -0.58799 -0.936403 -0.479503; 0.673112 0.816047 0.285208
100.off: Ant; 8064; 16124; triangles; -0.377489 -0.812319 -0.529768; 0.3787 0.869013 0.541718
101.off: Chair; 8499; 16998; triangles; -0.493519 -0.821996 -0.374858; 0.307603 0.8274 0.388485
102.off: Chair; 15724; 31456; triangles; -0.609792 -0.759604 -0.677108; 0.588386 0.810961 0.569081
103.off: Chair; 9652; 19304; triangles; -0.489907 -0.81743 -0.447536; 0.347921 0.842901 0.419289
104.off: Chair; 8653; 17306; triangles; -0.334679 -0.391158 -0.877679; 0.347536 0.273033 0.831891
105.off: Chair; 9261; 18530; triangles; -0.327021 -0.396165 -0.878967; 0.335791 0.248718 0.781982
106.off: Chair; 14052; 28104; triangles; -0.611847 -0.469905 -0.859216; 0.441864 0.475525 0.683096
107.off: Chair; 11421; 22854; triangles; -0.580726 -0.896565 -0.485087; 0.497275 0.877841 0.621226
108.off: Chair; 10500; 21008; triangles; -0.608087 -0.894292 -0.586326; 0.502543 0.889588 0.502049
109.off: Chair; 10301; 20602; triangles; -0.428741 -0.767079 -0.371233; 0.428097 0.622377 0.504622
110.off: Chair; 8456; 16920; triangles; -0.325901 -0.876349 -0.420497; 0.34473 0.764138 0.31437
111.off: Chair; 8050; 16100; triangles; -0.33046 -0.876523 -0.417811; 0.351096 0.790689 0.329557
112.off: Chair; 13628; 27256; triangles; -0.392046 -0.781521 -0.54687; 0.393354 0.646043 0.449151
113.off: Chair; 10748; 21500; triangles; -0.461941 -0.857196 -0.451694; 0.351039 0.61956 0.474219
114.off: Chair; 5794; 11588; triangles; -0.30764 -0.868515 -0.300276; 0.302145 0.556769 0.397898
115.off: Chair; 10043; 20086; triangles; -0.451947 -0.859943 -0.457296; 0.375666 0.643392 0.483736
116.off: Chair; 13463; 26926; triangles; -0.488181 -0.791665 -0.439567; 0.487429 0.848201 0.606391
117.off: Chair; 14372; 28744; triangles; -0.467754 -0.852238 -0.410997; 0.47415 0.744206 0.558457
118.off: Chair; 9153; 18306; triangles; -0.313631 -0.831827 -0.390666; 0.46566 0.805727 0.398381
119.off: Chair; 12326; 24652; triangles; -0.443812 -0.875904 -0.37965; 0.4447 0.744655 0.541549
120.off: Chair; 10121; 20242; triangles; -0.380856 -0.919726 -0.309749; 0.390663 0.778459 0.440598
121.off: Octopus; 5944; 11888; triangles; -0.991415 -0.758653 -0.414752; 0.986945 0.704903 0.153262
122.off: Octopus; 7251; 14498; triangles; -0.901551 -0.720917 -0.423652; 0.940585 0.7941 0.242432
123.off: Octopus; 15493; 30982; triangles; -0.715574 -0.570047 -0.553041; 0.682964 0.52203 0.707908
124.off: Octopus; 3101; 6198; triangles; -0.80821 -0.909429 -0.285059; 0.637454 0.869358 0.441054
125.off: Octopus; 1343; 2682; triangles; -0.422841 -0.288558 -0.412909; 0.554633 0.56855 0.643629
126.off: Octopus; 6325; 12646; triangles; -0.354376 -0.88462 -0.872558; 0.560565 0.83069 0.800553
127.off: Octopus; 11906; 23808; triangles; -0.786409 -0.802991 -0.487148; 0.738896 0.808097 0.527044
128.off: Octopus; 6164; 12324; triangles; -0.710262 -0.33774 -0.7959; 0.635195 0.28308 0.879558
129.off: Octopus; 6144; 12284; triangles; -0.935818 -0.720373 -0.297299; 0.912539 0.844827 0.473956
130.off: Octopus; 7747; 15490; triangles; -0.694959 -0.832477 -0.316726; 0.763065 0.818408 0.527849
131.off: Octopus; 11051; 22098; triangles; -0.606634 -0.673613 -0.689212; 0.4777 0.786238 0.792964
132.off: Octopus; 7812; 15620; triangles; -0.248066 -0.287393 -0.950202; 0.265467 0.289168 0.972566
133.off: Octopus; 10466; 20932; triangles; -0.301487 -0.869005 -0.608485; 0.664705 0.758491 0.672418
134.off: Octopus; 10932; 21860; triangles; -0.622739 -0.839498 -0.562896; 0.687405 0.837615 0.499034
135.off: Octopus; 15201; 30398; triangles; -0.572248 -0.688371 -0.57186; 0.570204 0.764071 0.630861
136.off: Octopus; 14126; 28248; triangles; -0.733125 -0.689184 -0.488352; 0.671582 0.662309 0.468353
137.off: Octopus; 9124; 18244; triangles; -0.53275 -0.748394 -0.525531; 0.596366 0.576087 0.472629
138.off: Octopus; 9594; 19184; triangles; -0.793246 -0.688074 -0.535494; 0.806269 0.34839 0.577467
139.off: Octopus; 8017; 16030; triangles; -0.759774 -0.72301 -0.244031; 0.721309 0.755743 0.293564
140.off: Octopus; 9200; 18396; triangles; -0.680418 -0.805156 -0.375706; 0.912822 0.793429 0.473706
141.off: Table; 13926; 27848; triangles; -0.840166 -0.550088 -0.126016; 0.840314 0.542058 0.732109
142.off: Table; 9802; 19600; triangles; -0.982931 -0.267201 -0.493251; 0.999685 0.044393 0.511767
143.off: Table; 9270; 18536; triangles; -0.981753 -0.276534 -0.49315; 0.999881 0.034432 0.511519
144.off: Table; 15082; 30160; triangles; -0.98317 -0.400061 -0.803651; 0.99959 0.048795 0.807493
145.off: Table; 13206; 26408; triangles; -0.632598 -0.787751 -0.632734; 0.639463 0.188248 0.639301
146.off: Table; 13714; 27424; triangles; -0.718292 -0.75512 -0.718408; 0.717468 0.226254 0.717554
147.off: Table; 13705; 27406; triangles; -0.806625 -0.611105 -0.817646; 0.813267 0.121435 0.802281
148.off: Table; 13375; 26746; triangles; -0.982826 -0.483853 -0.98635; 0.98573 0.116774 0.982292
149.off: Table; 13588; 27172; triangles; -0.985555 -0.515457 -0.988281; 0.980304 0.081562 0.978427
150.off: Table; 13579; 27154; triangles; -0.465275 -0.929452 -0.456739; 0.46859 0.203658 0.476957
151.off: Table; 12696; 25388; triangles; -0.668661 -0.495712 -0.670125; 0.668657 0.101299 0.667809
152.off: Table; 10543; 21082; triangles; -0.317883 -0.609381 -0.820078; 0.326873 0.099841 0.826323
153.off: Table; 13581; 27158; triangles; -0.589556 -0.788715 -0.491842; 0.592619 0.816631 0.075932
154.off: Table; 13929; 27854; triangles; -0.767397 -0.763362 -0.65273; 0.762378 0.827363 0.295023
155.off: Table; 14384; 28764; triangles; -0.938033 -0.774021 -0.694798; 0.975495 0.147116 0.730715
156.off: Table; 10100; 20196; triangles; -0.831833 -0.602398 -0.719372; 0.840432 0.069116 0.723529
157.off: Table; 13883; 27762; triangles; -0.968674 -0.665926 -0.975786; 0.967688 0.119652 0.971857
158.off: Table; 14587; 29170; triangles; -0.646266 -0.797093 -0.685237; 0.645923 0.16525 0.684363
159.off: Table; 13930; 27856; triangles; -0.668285 -0.75246 -0.558866; 0.671536 0.747991 0.090932
160.off: Table; 10082; 20160; triangles; -0.845246 -0.761702 -0.222755; 0.254859 0.781024 0.235357
161.off: Teddy; 13826; 27648; triangles; -0.671387 -0.728133 -0.329366; 0.678684 0.942907 0.326737
162.off: Teddy; 10096; 20188; triangles; -0.618127 -0.892339 -0.373052; 0.412347 0.977393 0.565398
163.off: Teddy; 10879; 21758; triangles; -0.58393 -0.909035 -0.338993; 0.623852 0.95474 0.502105
164.off: Teddy; 14509; 29014; triangles; -0.637077 -0.696297 -0.343926; 0.665476 0.977466 0.450824
165.off: Teddy; 10233; 20462; triangles; -0.442105 -0.916217 -0.356779; 0.551747 0.985951 0.427515
166.off: Teddy; 11090; 22176; triangles; -0.650798 -0.842785 -0.383127; 0.624942 0.980533 0.509331
167.off: Teddy; 12647; 25290; triangles; -0.645426 -0.756215 -0.381702; 0.598574 0.965264 0.525836
168.off: Teddy; 10752; 21500; triangles; -0.643046 -0.871127 -0.32054; 0.562721 0.974813 0.332394
169.off: Teddy; 12561; 25118; triangles; -0.780276 -0.892198 -0.286057; 0.804989 0.923285 0.299525
170.off: Teddy; 12500; 24996; triangles; -0.773621 -0.885055 -0.275354; 0.74907 0.858182 0.281979
171.off: Teddy; 14905; 29806; triangles; -0.525316 -0.883865 -0.398818; 0.532718 0.913362 0.486311
172.off: Teddy; 10141; 20278; triangles; -0.575994 -0.94955 -0.444322; 0.429863 0.973867 0.537858
173.off: Teddy; 13867; 27730; triangles; -0.451507 -0.652676 -0.397755; 0.44896 0.942607 0.51019
174.off: Teddy; 12831; 25658; triangles; -0.613447 -0.846818 -0.330891; 0.691081 0.906278 0.402225
175.off: Teddy; 9480; 18956; triangles; -0.60858 -0.946855 -0.396378; 0.588985 0.954652 0.423982
176.off: Teddy; 12500; 24996; triangles; -0.68794 -0.691984 -0.397993; 0.733972 0.940663 0.538444
177.off: Teddy; 12543; 25082; triangles; -0.548994 -0.738777 -0.395298; 0.668241 0.937811 0.514511
178.off: Teddy; 12175; 24346; triangles; -0.593218 -0.691816 -0.36071; 0.506613 0.953242 0.538992
179.off: Teddy; 13324; 26644; triangles; -0.658921 -0.71694 -0.360366; 0.650144 0.941371 0.570984
180.off: Teddy; 9548; 19092; triangles; -0.614735 -0.856391 -0.268362; 0.597059 0.958507 0.301429
181.off: Hand; 7242; 14480; triangles; -0.509681 -0.454798 -0.928548; 0.424679 0.226025 0.99185
182.off: Hand; 10283; 20562; triangles; -0.471096 -0.906068 -0.478443; 0.401714 0.973379 0.532723
183.off: Hand; 11413; 22822; triangles; -0.994201 -0.951055 -0.258079; 0.679096 0.909497 0.377651
184.off: Hand; 4685; 9366; triangles; -0.361583 -0.511277 -0.746908; 0.364226 0.391298 0.984585
185.off: Hand; 2489; 4974; triangles; -0.580888 -0.180106 -0.977884; 0.427228 0.177549 0.677286
186.off: Hand; 6607; 13210; triangles; -0.461446 -0.388926 -0.976936; 0.587954 0.220979 0.851676
187.off: Hand; 7628; 15256; triangles; -0.510634 -0.453623 -0.934661; 0.427117 0.228519 0.993632
188.off: Hand; 8603; 17202; triangles; -0.450427 -0.798626 -0.674673; 0.714867 0.978778 0.502218
189.off: Hand; 14084; 28164; triangles; -0.553877 -0.63363 -0.755693; 0.687941 0.808058 0.438209
190.off: Hand; 7500; 14996; triangles; -0.448432 -0.644356 -0.143274; 0.714549 0.965411 0.369168
